Card_ID,Customer_ID,Account_ID,Branch,Card_Number,Card_Type,Card_Network,Credit_Limit,Current_Balance,Issued_Date,Expiry_Date,Status
439,1249,2216,Pierce Inc Branch,6302126065019179,Gold,RuPay,204506,94152.19,2019-01-18,2022-10-29,Active
440,1583,2427,Hodges LLC Branch,5227284765704120,Silver,MasterCard,91415,22400.86,2019-02-05,2022-11-20,Expired
441,1466,2568,Smith Group Branch,5498436241862369,Silver,MasterCard,55697,22077.77,2020-08-23,2024-07-16,Active
442,1489,2321,Morris Ltd Branch,3662056341115950,Gold,Amex,367237,309108.15,2017-01-22,2023-03-12,Blocked
443,1317,2193,"Lopez, Tucker and Collins Branch",5830341990970051,Platinum,MasterCard,84246,17852.57,2021-01-27,2024-09-01,Active
444,1401,2365,Lee-Brown Branch,6215681820967904,Gold,RuPay,258738,129424.91,2023-06-06,2028-01-04,Active
445,1221,2145,"Camacho, Brown and Terry Branch",3288985725459606,Gold,Amex,98911,94244.21,2015-11-19,2022-05-22,Active
446,1016,2147,Reyes-Kelley Branch,4481717524214955,Silver,Visa,379142,377020.52,2016-09-16,2022-11-20,Active
447,1453,2144,"Allen, Martin and Mosley Branch",5197054669275895,Platinum,MasterCard,185236,182669.24,2022-12-20,2028-07-19,Active
448,1059,2251,"Cunningham, Lee and Fleming Branch",3802146296136715,Business,Amex,187797,164774.71,2020-09-03,2026-03-12,Blocked
449,1444,2205,Evans-Baker Branch,3651559737147082,Business,Amex,144515,105752.92,2016-03-22,2019-09-13,Active
450,1064,2371,Robertson and Sons Branch,5673030644212146,Silver,MasterCard,66422,65612.37,2018-08-04,2024-10-09,Blocked
451,1189,2056,Phillips PLC Branch,3165423567782659,Business,Amex,162252,108651.14,2019-09-16,2025-08-24,Active
452,1325,2015,Moore-Soto Branch,5272751648072791,Silver,MasterCard,353295,217810.74,2015-11-15,2022-08-12,Active
453,1222,2357,Massey-Reed Branch,5339055044817766,Platinum,MasterCard,336306,260430.12,2019-09-18,2026-08-13,Blocked
454,1439,2383,James-Collier Branch,3289286646491111,Silver,Amex,109443,101382.4,2020-11-12,2025-09-29,Expired
455,1455,2516,Warner-Shelton Branch,3904633786137157,Business,Amex,443186,333154.78,2016-02-29,2021-12-10,Expired
456,1275,2271,Chavez-Pierce Branch,3463060002589552,Business,Amex,460096,103032.33,2015-02-01,2020-03-08,Active
457,1592,2440,"Vargas, Vang and Murphy Branch",3262658263128196,Platinum,Amex,387869,152555.76,2017-02-28,2023-08-13,Expired
458,1012,2157,Stevens PLC Branch,5098196027523343,Gold,MasterCard,98892,9223.2,2018-08-13,2022-10-03,Expired
459,1148,2024,"Williams, Green and Dunlap Branch",3911791124421175,Gold,Amex,395640,20473.92,2023-08-22,2028-02-05,Blocked
460,1216,2430,Gutierrez-Nolan Branch,4657224029901557,Silver,Visa,266921,19638.97,2020-07-04,2023-08-17,Active
461,1531,2525,Green-Keith Branch,6235130523124473,Silver,RuPay,367776,10869.71,2016-05-13,2020-06-10,Blocked
462,1198,2257,Gonzales-Klein Branch,6234619942376769,Platinum,RuPay,278622,142837.39,2020-03-28,2026-01-06,Blocked
463,1383,2066,"Higgins, Michael and Harris Branch",4720849649856012,Platinum,Visa,275083,54939.79,2021-10-23,2026-12-15,Blocked
464,1381,2149,"Stewart, Wilson and Dalton Branch",5510505379538164,Gold,MasterCard,88084,18954.28,2019-01-05,2023-05-21,Expired
465,1588,2432,"Fitzgerald, Day and Goodwin Branch",5655330770461172,Platinum,MasterCard,195777,140228.33,2016-02-26,2022-04-18,Expired
466,1473,2292,"Arroyo, Moore and Freeman Branch",3260880501716445,Platinum,Amex,61150,17430.01,2017-08-26,2023-11-18,Blocked
467,1306,2466,Atkins-Gay Branch,4715910300215632,Silver,Visa,308903,189147.68,2021-03-29,2025-12-29,Active
468,1045,2114,Phillips PLC Branch,6041459642297125,Gold,RuPay,410836,356611.76,2021-01-10,2024-01-20,Expired
469,1592,2490,Evans Ltd Branch,3745731441583311,Business,Amex,400347,48991.79,2022-02-21,2027-08-24,Active
470,1193,2500,Campbell PLC Branch,5153988547281235,Business,MasterCard,163317,76456.92,2015-02-23,2021-11-26,Blocked
471,1169,2315,Smith Group Branch,5912711307240787,Platinum,MasterCard,148541,10195.75,2023-09-30,2028-12-26,Blocked
472,1407,2515,Russell-Richard Branch,4685074510663436,Gold,Visa,235821,101750.54,2021-03-04,2024-08-22,Expired
473,1052,2255,Wright PLC Branch,6131009431814396,Business,RuPay,308797,160147.82,2020-12-09,2027-05-06,Blocked
474,1209,2356,Clark-Lewis Branch,4494012897432512,Gold,Visa,190649,94403.98,2017-06-19,2024-05-04,Blocked
475,1022,2182,"Middleton, Williams and Rubio Branch",3412095790737100,Platinum,Amex,399192,189456.8,2016-08-03,2019-08-29,Active
476,1344,2464,Rogers Group Branch,5758474570545897,Silver,MasterCard,456457,42865.92,2023-06-20,2027-04-15,Blocked
477,1366,2510,Garza-Norris Branch,4039653136148782,Platinum,Visa,498929,109891.91,2016-08-28,2021-12-15,Expired
478,1317,2196,James-Williams Branch,6098591679541072,Business,RuPay,358883,149759.83,2018-09-18,2023-11-26,Expired
479,1311,2499,Garrett-Rubio Branch,5414070349107406,Platinum,MasterCard,377048,210445.89,2020-11-12,2025-06-27,Expired
480,1515,2575,Chavez-Pierce Branch,4214236914307536,Business,Visa,122204,42798.07,2015-07-24,2019-12-19,Blocked
481,1331,2593,"Thompson, Cooper and King Branch",4234268344149782,Business,Visa,363020,112803.31,2017-12-06,2022-08-15,Blocked
482,1367,2480,Lowery and Sons Branch,4567667080612943,Platinum,Visa,281683,195525.58,2016-07-21,2022-07-03,Active
483,1474,2531,"Taylor, David and Brown Branch",6701041591497501,Silver,RuPay,116026,46751.76,2015-08-08,2020-10-19,Expired
484,1140,2229,"Ortiz, Peck and Meza Branch",5244079311029181,Gold,MasterCard,344675,255205.68,2020-10-15,2024-08-05,Active
485,1057,2125,Allen-Guzman Branch,4467238497916202,Gold,Visa,486588,246118.4,2020-04-24,2023-06-13,Expired
486,1488,2492,Martin-Stewart Branch,5441975466176620,Platinum,MasterCard,438845,307028.54,2016-11-30,2022-10-12,Blocked
487,1456,2044,"Taylor, Hopkins and Morales Branch",4527740258835868,Silver,Visa,55777,32380.67,2021-04-30,2026-07-05,Active
488,1144,2286,"Beck, Howe and Perry Branch",5461767929884259,Platinum,MasterCard,427072,240504.64,2018-12-12,2025-08-15,Expired
489,1238,2099,"Woods, Patterson and Owens Branch",3177533126610941,Silver,Amex,65477,55788.45,2015-10-04,2019-01-03,Expired
490,1179,2329,"Huff, Bryant and Thomas Branch",4176298334774332,Business,Visa,367998,232314.95,2019-12-14,2025-01-17,Expired
491,1209,2035,Mann and Sons Branch,5205698152873397,Platinum,MasterCard,62710,39451.84,2015-12-19,2022-03-24,Blocked
492,1073,2583,Davis-Long Branch,5128411730985034,Platinum,MasterCard,280098,119745.19,2023-12-28,2027-05-13,Blocked
493,1531,2513,"Solomon, Williams and White Branch",6469081974005643,Platinum,RuPay,201031,15032.52,2015-10-06,2019-08-24,Active
494,1242,2506,Patel-Villegas Branch,5199051699187240,Silver,MasterCard,478218,350951.12,2017-04-16,2023-05-10,Active
495,1311,2234,Nguyen LLC Branch,3000389608706626,Business,Amex,390963,136937.79,2020-09-10,2024-12-14,Expired
496,1361,2199,Hardin-Rodriguez Branch,5560331903689003,Silver,MasterCard,111862,100356.63,2016-04-18,2021-09-30,Active
497,1359,2251,Ramsey-Carr Branch,4429671114837537,Platinum,Visa,144682,40886.55,2016-06-03,2021-11-17,Blocked
498,1555,2516,Hartman-Vargas Branch,6105697413283483,Silver,RuPay,326218,291305.65,2022-05-01,2026-09-12,Blocked
499,1117,2022,Hartman and Sons Branch,5704496410496706,Business,MasterCard,416132,183213.52,2015-05-27,2019-09-19,Blocked
500,1546,2054,Perez-Ali Branch,4408509549305966,Silver,Visa,248876,45899.4,2017-07-08,2021-09-01,Active
501,1435,2587,Beasley-Kirk Branch,3984267320441384,Platinum,Amex,200690,172295.19,2023-02-02,2029-11-20,Expired
502,1013,2128,Graham PLC Branch,3495427707070578,Gold,Amex,193796,70095.02,2015-06-08,2021-11-18,Blocked
503,1066,2452,Ramsey-Carr Branch,4244472322903102,Business,Visa,194937,174867.12,2021-07-01,2024-12-09,Expired
504,1264,2017,Phillips PLC Branch,6580935118718133,Platinum,RuPay,426102,97130.98,2015-06-21,2021-07-27,Expired
505,1147,2026,Friedman-Martin Branch,6595565749025042,Silver,RuPay,87430,56120.18,2022-08-21,2027-12-19,Active
506,1221,2388,Stevens-Braun Branch,5902611398986818,Silver,MasterCard,425268,332080.62,2018-07-06,2024-05-16,Expired
507,1200,2590,Chapman-Goodman Branch,3435353751376515,Silver,Amex,322805,142362.63,2022-05-24,2028-05-01,Blocked
508,1584,2129,"Phillips, Hamilton and Campos Branch",3836929445511668,Gold,Amex,285388,224401.77,2021-10-14,2026-01-27,Expired
509,1171,2124,Dean-Carroll Branch,3648712060212886,Business,Amex,144327,126489.01,2022-02-04,2026-03-15,Blocked
510,1122,2345,Jackson-Smith Branch,5599910157676472,Gold,MasterCard,341997,82570.01,2019-07-06,2026-06-01,Expired
511,1389,2329,Hartman and Sons Branch,4728941347509889,Business,Visa,361192,214204.29,2016-09-15,2019-09-30,Blocked
512,1043,2216,Keller PLC Branch,6684995154214477,Gold,RuPay,447043,79759.54,2019-04-23,2024-02-03,Active
513,1286,2145,"Camacho, Brown and Terry Branch",6138820908830705,Gold,RuPay,445034,47226.76,2017-11-28,2024-04-21,Blocked
514,1303,2113,Hartman and Sons Branch,3176741241513152,Platinum,Amex,323098,40768.09,2023-03-18,2028-09-13,Blocked
515,1040,2444,Lee-Brown Branch,3185380032963347,Gold,Amex,402364,312655.16,2022-01-27,2027-12-12,Blocked
516,1529,2220,"Meyers, Todd and Evans Branch",5061789320649693,Platinum,MasterCard,198163,26116.28,2023-03-24,2029-01-03,Blocked
517,1402,2366,Peters PLC Branch,5874131467536127,Platinum,MasterCard,203152,135700.62,2018-05-14,2022-08-30,Expired
518,1501,2422,"Walton, Hodges and Galloway Branch",4304483608545667,Business,Visa,258713,182345.79,2018-11-24,2025-10-20,Blocked
519,1047,2316,Shepard Ltd Branch,6763928319952980,Silver,RuPay,304544,221764.94,2015-08-12,2020-02-11,Blocked
520,1051,2532,Moore-Scott Branch,4358328634255638,Gold,Visa,224738,205012.42,2023-10-02,2030-09-13,Active
521,1044,2161,Mccormick-Hodges Branch,4440330416624111,Business,Visa,103750,52030.55,2015-03-24,2021-03-05,Active
522,1401,2199,Lozano-Wilson Branch,4945680447314976,Platinum,Visa,367127,337380.37,2023-04-30,2029-05-12,Blocked
523,1547,2519,Gutierrez PLC Branch,4360765817390637,Platinum,Visa,344123,95858.18,2017-06-29,2022-10-08,Blocked
524,1098,2575,Powell-Schwartz Branch,4237931269789307,Platinum,Visa,224291,32246.6,2022-03-17,2026-12-12,Blocked
525,1579,2417,Byrd Ltd Branch,6043878753577881,Silver,RuPay,487425,73412.04,2023-04-22,2028-03-12,Blocked
526,1171,2203,"Sanchez, Brennan and Ortega Branch",4710672872866041,Business,Visa,446826,6087.79,2019-03-19,2022-12-03,Blocked
527,1145,2298,"Mathews, Rodriguez and Lambert Branch",6839589477352287,Silver,RuPay,372489,331345.76,2020-11-10,2025-08-31,Blocked
528,1320,2193,Matthews Group Branch,3318751097921583,Platinum,Amex,296674,19891.4,2017-01-04,2020-11-06,Expired
529,1599,2314,Daniel-Dunn Branch,4596488319213424,Silver,Visa,198996,163326.85,2017-02-28,2021-09-12,Active
530,1485,2215,"Wheeler, Henderson and Weeks Branch",3203319222705102,Business,Amex,454739,388074.36,2018-09-14,2024-12-04,Blocked
531,1574,2403,Evans Ltd Branch,3667548581932426,Business,Amex,312340,237380.72,2018-09-01,2023-05-12,Blocked
532,1183,2026,Chang-Lucas Branch,6575639836520375,Gold,RuPay,342502,308170.33,2022-09-08,2026-05-11,Active
533,1014,2280,"Martin, Flores and Miller Branch",6047604409079772,Business,RuPay,243392,222900.12,2018-09-07,2022-03-17,Expired
534,1182,2135,Black Group Branch,4161070518439055,Gold,Visa,65118,39912.16,2015-06-06,2020-06-30,Expired
535,1067,2198,"Ramirez, Ray and Harvey Branch",6824127049386204,Platinum,RuPay,398386,160618.51,2020-10-15,2023-11-13,Expired
536,1580,2475,Johnson and Sons Branch,6111212590203571,Gold,RuPay,294450,167298.62,2016-04-27,2021-03-26,Blocked
537,1183,2286,"Bird, Weber and Cain Branch",5295633432447417,Platinum,MasterCard,212784,11348.9,2023-05-20,2027-02-14,Expired
538,1038,2600,Gordon LLC Branch,6628936543588418,Gold,RuPay,324225,145795.28,2018-11-29,2025-07-04,Blocked
539,1487,2144,Mcgee and Sons Branch,5795596905150267,Platinum,MasterCard,66487,61295.65,2020-03-30,2024-09-14,Blocked
540,1023,2450,Mcgee and Sons Branch,4979966734595764,Silver,Visa,210576,34270.33,2017-02-05,2022-02-07,Active
541,1030,2168,"Acosta, Murphy and Rojas Branch",4824983922501425,Business,Visa,455836,122784.43,2019-09-21,2025-02-08,Blocked
542,1309,2315,Clark-Williams Branch,5123361328507251,Business,MasterCard,395300,58303.2,2020-03-01,2023-03-02,Expired
543,1249,2099,Beasley-Kirk Branch,3625265469681579,Silver,Amex,297624,198942.85,2022-11-02,2027-01-10,Active
544,1002,2408,Gonzalez-Carter Branch,5132730346156262,Platinum,MasterCard,243531,88226.52,2023-08-12,2027-12-05,Blocked
545,1184,2168,Pierce Inc Branch,3681715160252986,Business,Amex,68259,17816.93,2022-07-28,2028-04-06,Active
546,1311,2436,Barton PLC Branch,3419785758512686,Silver,Amex,260608,110095.69,2022-05-02,2029-02-01,Active
547,1446,2050,Clark Inc Branch,4740177509546540,Platinum,Visa,359410,92669.04,2018-10-12,2025-09-29,Active
548,1037,2115,Rivas LLC Branch,6508632181227645,Business,RuPay,59184,26441.64,2019-01-01,2024-05-03,Expired
549,1335,2382,Gutierrez-Nolan Branch,5029168154660241,Business,MasterCard,348355,159692.75,2023-03-21,2029-02-24,Active
550,1051,2384,Woodward LLC Branch,5973642480962440,Business,MasterCard,208964,128634.37,2021-05-27,2025-11-11,Active
551,1474,2326,Newman-Peterson Branch,4133053194979695,Business,Visa,394568,51201.88,2023-10-09,2029-02-02,Blocked
552,1156,2474,"Jones, Wilson and Myers Branch",4738264609178513,Platinum,Visa,217584,75363.77,2018-11-05,2023-10-02,Blocked
553,1160,2599,"Huff, Bryant and Thomas Branch",6295966048736826,Silver,RuPay,286715,193389.66,2023-06-03,2028-03-08,Active
554,1163,2411,Morris-Prince Branch,3865369455158886,Gold,Amex,108003,61642.17,2017-06-13,2021-08-18,Blocked
555,1161,2182,"Robertson, Moore and Howell Branch",3640857216966630,Gold,Amex,200094,165305.34,2023-06-27,2029-01-31,Active
556,1333,2256,Green-Keith Branch,4297150968832753,Gold,Visa,433856,177349.6,2021-09-21,2027-12-02,Blocked
557,1212,2592,"Holmes, Nguyen and French Branch",5773973278195237,Silver,MasterCard,203606,13196.28,2018-08-14,2022-05-11,Active
